CAMPAIGN_NAME,ASG_GROUPING_TITLE,ARTIST_DISPLAY_NAME,index
HI - VV/LW - David Guetta - Biggest hits - BE:PO(adcredits),Get Up,David Guetta,133324
Jason Derulo - Acapulco_TikTok_In-Feed Ad_awareness,Acapulco,Jason Derulo,133334
SOPRANO ALBUM SORTIE - 4K - boost video profil artiste - TRAFFIC,Bolo,RA,133354
Iron Maiden - Senjutsu (Out Now Campaign)_TikTok_In-Feed Ad_clicks,Senjutsu,Iron Maiden,133364
"Atlantic: Prince Taee - CERTIFIED STEPPAS (feat. EST Gee, Hitta J3) [TikTok]",CERTIFIED STEPPAS,Prince Taee,133374
Warner Music Canada: Various Artists - Apple Music Spatial Audio Campaign - Scott Helman / Old Friends,Old Friends,Scott Helman,133384
WrCa - Various Artists - Apple Music Spatial Audio Campaign - P1 - R - 0062L00000VHHyPQAX - Scott Helman,Pain,Dio,133388
Sub Urban x Bella Poarch - Inferno #2_TikTok_In-Feed Ad_clicks,INFERNO,Sub Urban & Bella Poarch,133394
Fred Again_Marea_September_Infeed_Traffic,Septembre,Septembre,133404
Coldplay - Music Of The Spheres (Album Pre-Order)_TikTok_In-Feed Ad_clicks,Music Of The Spheres i,Coldplay,133414
Big Beat Records: Fred again.. - Billie (Loving Arms) [Boosted TikTok 2: Views Goal] [Portion D],Billie (Loving Arms),Fred again..,133424
Big Beat Records: Fred again.. - Billie (Loving Arms) [Boosted TikTok 1],Billie (Loving Arms),Fred again..,133425
Big Beat Records: Fred again.. - Billie (Loving Arms) [Boosted TikTok: Views Goal],Billie (Loving Arms),Fred again..,133427
WrAu: Fred again... - Billie (Loving Arms),Billie (Loving Arms),Fred again..,133434
WrAu - Fred again.. - Billie (Loving Arms) - P1 - R - 0062L00000VHGtJQAX [Australia],Billie (Loving Arms),Fred again..,133435
Big Beat Records: Fred again.. - Billie (Loving Arms) [Boosted TikTok: Followers Goal],Billie (Loving Arms),Fred again..,133444
WMA: Anne-Marie - Kiss My (Uh Oh) - Girl Power Remix [Boost 1 - OOTD],Boy,Anne-Marie,133454
Warner Music Australia: Charli XCX - Good Ones,Good Ones,Charli XCX,133464
WrAu - Charli XCX - Good Ones - P1 - R - 0062L00000VG9SrQAL -,Good Ones,Charli XCX,133465
WMA: Anne-Marie - Kiss My (Uh Oh) - Girl Power Remix [Boost 2 - Raye Verse],Bolo,RA,133474
[USA] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1 (dark ad),Don’t Go,Skrillex,133484
[USA] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,133485
[Taiwan] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,133494
[Taiwan] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1(dark ad),Don’t Go,Skrillex,133495
[Malaysia] Warner Music Global: Skrillex - Don't Go [Dark Ads],Music,Sia,133504
[Malaysia] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1(dark ad),Don’t Go,Skrillex,133505
[Thailand] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,133514
[Thailand] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1(dark ad),Don’t Go,Skrillex,133515
[Mexico] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1(dark ad),Don’t Go,Skrillex,133524
[Mexico] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,133525
[Brazil] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1(dark ad),Don’t Go,Skrillex,133534
[Brazil] Warner Music Global: Skrillex - Don't Go [Dark Ads],Don’t Go,Skrillex,133535
[USA] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1,Don’t Go,Skrillex,133544
[USA] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,133545
[Taiwan] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,133554
[Taiwan] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1,Don’t Go,Skrillex,133555
[Malaysia] Warner Music Global: Skrillex - Don't Go [Boosted Post],Music,Sia,133564
[Malaysia] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1,Don’t Go,Skrillex,133565
[Thailand] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,133574
[Thailand] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1,Don’t Go,Skrillex,133575
[Mexico] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1,Don’t Go,Skrillex,133584
[Mexico] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,133585
Big Beat Records: Rudimental - Instajets,Breathe,Rudimental,133594
[Brazil] Warner Music Global: Skrillex - Don't Go [Boosted Post],Don’t Go,Skrillex,133604
[Brazil] WrWW - Skrillex - Don't Go - P1 - R - 0062L00000VGxAPQA1,Don’t Go,Skrillex,133605
Warner Records: Priya Ragu - Damnshetamil EP [Boosted Post 1],Bolo,RA,133614
[Turkey] WrWW - Tiesto - Don't Be Shy [Emerging Markets] (TT) - P1 - R - 0062L00000VHMI3QAP,UR,Tiësto,133624
[Turkey] Warner Global: Tiesto - Don't Be Shy [Emerging Markets],UR,Tiësto,133625
[Czechia] Warner Global: Tiesto - Don't Be Shy [Emerging Markets],War,War,133634
[Czechia ] WrWW - Tiesto - Don't Be Shy [Emerging Markets] (TT) - P1 - R - 0062L00000VHMI3QAP,Marea,Marea,133636
Warner Music Canada: PORTION - Waves [TikTok],WAVE,Portion,133644
WrCa - PORTION - Waves - P1 - R - 0062L00000VHIGdQAP [Canada],WAVE,Portion,133645
WrRE - Priya Ragu - Damnshetamil EP - P1 - R - 0062L00000VHFZ9QAP [Followers],Bolo,RA,133654
Warner Records: Priya Ragu - Damnshetamil EP [Followers],Bolo,RA,133657
[MC LEVIN - SUA AMIGA DEU] Video Views - 03.09.2021,Sua amiga deu,MC Levin,133674
Viral Tracks (Reach),Viro,VIRO,133684
JasonDerulo_Acapulco_03.09-24.09,Acapulco,Jason Derulo,133694
HI - VV&CA - Jason Derulo - Acapulco - NLPO(Credits),Acapulco,Jason Derulo,133704
HI - VV&CA - Jason Derulo - Acapulco - BE:PO(Credits),Acapulco,Jason Derulo,133714
Lum!x_Thunder_Phase2_TikTok_In-Feed Ad_clicks,ok,KSI,133724
Traffic20210906170358,210,210,133734
Jason Derulo - W000276708 - Single Acapulco - 1k€ - Traffic - 060921,Acapulco,Jason Derulo,133744
Jason Derulo - BDC - Single Acapulco - 1k€ - Traffic - 060921,Acapulco,Jason Derulo,133745
"AR - Laura Dufour, Silk Sonic, Skate, 1000 usd, Sep 2021",210,210,133754
2388 | WMA ADS | TW | Maisie Peters | Apple Music  | Video Views20210907165436,1980,TEPR,133764
WMP - Griff- One Night - Traffic,One Night,Griff,133774
Jason Derulo - -Acapulco,Acapulco,Jason Derulo,133784
PL Soirée 2021 - 1k€ - Boost depuis le comte @logfive - 070921 - Trafic,Bolo,RA,133794
Kenndog - Beethoven_TikTok_In-Feed Ad_clicks,Beethoven,Kenndog,133804
Ellinoora - Viimeinen romantikko - preorder,Obmani,Ellai,133814
2021 - CKay - Love Nwantiti,love nwantiti,CKay,133824
Cherrie x Isadora - Boost Cherrie - Collection uut now / sold out,Colectiv,Colectiv,133834
Justin Quiles - La Botella - SGL - SEP2021,La Botella,"Justin Quiles, Maluma",133844
2021 Priya Ragu - damnshestamil,21,Rage,133854
Warner Nashville: September TikTok Campaigns [Jessie James Decker - Followers],Embers,Ash,133874
Warner Nashville: September TikTok Campaigns [Bailey Zimmerman - Followers],Embers,Ash,133884
[Poland] Warner Global: Tiesto - Don't Be Shy [Emerging Markets],LA,Ay Em,133894
[Poland] WrWW - Tiesto - Don't Be Shy [Emerging Markets] (TT) - P1 - R - 0062L00000VHMI3QAP,LA,Ay Em,133895
[Hungary] Warner Global: Tiesto - Don't Be Shy [Emerging Markets],War,WAR,133904
[Hungary] WrWW - Tiesto - Don't Be Shy [Emerging Markets] (TT) - P1 - R - 0062L00000VHMI3QAP,Marea,Marea,133906
[United Kingdom] WrWW - Lizzo - Rumors [Phase 2] (FB/IG/TT) - P2 - R - 0062L00000VHYO9QAP,Rumors,Lizzo,133914
[Norway] WrWW - Lizzo - Rumors [Phase 2] (FB/IG/TT) - P2 - R - 0062L00000VHYO9QAP,Rumors,Lizzo,133924
[Thailand] WrWW - Lizzo - Rumors [Phase 2] (FB/IG/TT) - P2 - R - 0062L00000VHYO9QAP,Rumors,Lizzo,133934
[Philippines] WrWW - Lizzo - Rumors [Phase 2] (FB/IG/TT) - P2 - R - 0062L00000VHYO9QAP,Rumors,Lizzo,133944
[Mexico] WrWW - Lizzo - Rumors [Phase 2] (FB/IG/TT) - P2 - R - 0062L00000VHYO9QAP,Rumors,Lizzo,133954
[Brazil] WrWW - Lizzo - Rumors [Phase 2] (FB/IG/TT) - P2 - R - 0062L00000VHYO9QAP,Rumors,Lizzo,133964
Vũ. (Reach),Thằng Nam Khóc (feat. Madihu),Vũ,133974
Tion Wayne - Wid It (Topsify Liste)_TikTok_In-Feed Ad_awareness,War,WAR,133984
SS - Cover Nation - Aretha Franklin Cover Contest,Klid,Verona,133994
ROBIN c'est la rentrée Reach20210909114233,21,Binz,134004
Lola Amour | Pwede Ba | Reach,Pwede Ba,Lola Amour,134014
Lola Amour | Pwede Ba | Traffic to DSP,Pwede Ba,Lola Amour,134024
2021 Ava Max - EveryTime I Cry S boost,Every Time I Cry,Ava Max,134044
Big Beat Records: Fred again.. - Billie (Loving Arms) [Boosted TikTok: Portion D],Billie (Loving Arms),Fred again..,134054
Big Beat Records: Fred again.. - Billie (Loving Arms) [Boosted TikTok 2],Billie (Loving Arms),Fred again..,134055
Big Beat Records: Fred again.. - Billie (Loving Arms) [Boosted TikTok 1: Portion C],Billie (Loving Arms),Fred again..,134056
Atlantic Records: Jasmine Thompson - After Goodbye,After Goodbye,Jasmine Thompson,134074
Warner Records: Nessa Barrett - Pretty Poison [Phase 2],pretty poison,Nessa Barrett,134084
WrRE - Nessa Barrett - Pretty Poison - P1 - R - 0062L00000Vflp4QAB [views],pretty poison,Nessa Barrett,134085
WrRE: Lukas Graham - Call My Name [TikTok Boosted Post],Call My Name,Lukas Graham,134094
WrRE: Lukas Graham - Call My Name [TikTok Dark Ads],Call My Name,Lukas Graham,134095
WrRE - Lukas Graham - Call My Name - P1 - R - 0062L00000VH42KQAT,Call My Name,Lukas Graham,134096
Justin Quiles - La Botella - CONCURSO - SEP2021,La Botella,"Justin Quiles, Maluma",134104
WMP - Jason Derulo - Acapulco - Traffic,Acapulco,Jason Derulo,134114
Ed Sheeran - Shivers Flight 1_TikTok_In-Feed Ad_clicks,Shivers,Ed Sheeran,134124
R3hab - Sad Boy,Sad Boy,R3HAB & Jonas Blue,134154
AsHeardOnTikTok - Enya (video views) [TR],Envy,Ash,134164
K27 - BZN - Asylum,BZN,K27,134174
Lukas Graham - Mama Said (video views) [TR],Mama Said,Lukas Graham,134184
WMP - Charli XCX - Good Ones - Traffic,Good Ones,Charli XCX,134194
Ed Sheeran - Single Sivers - Boost depuis WMF - 500€ - Reach - 100921,Sing,Ed Sheeran,134204
WMP - Christopher - If It Weren’t For You - Traffic,If It Weren’t For You,Christopher,134214
WMP - Ed Sheeran - Shivers - Traffic,Shivers,Ed Sheeran,134224
Warner Boost - Ed Sheeran - Shivers,Shivers,Ed Sheeran,134234
Warner Boost - K27 - BZN,BZN,K27,134244
SAD BOY (Achtung! Vier verschiedene Artist Profile!) _TikTok_In-Feed Ad_awareness,Skin,BOY,134254
BCBC - TT Free Ad Budget_TikTok_In-Feed Ad_clicks,ok,KSI,134264
[Romania] WrSE - Various Artists - House Music 2021 Playlist - P1 - R - 0062L00000VHYvgQAH62L00000VHYvgQAH - AdOps Table - September 07 2021 11:52:05,Septembre,Septembre,134284
[Romania] Warner Music SEE: Various Artists - House Music 2021,Romance,Various Artists,134287
Muse SBH boost (video views) [TR],Lies,Muse,134294
Dotter - Jealous - Boost Dotter BTS,Jealous,Dotter,134304
Dotter - Jealous - Boost Dotter - Final result,Jealous,Dotter,134314
[Hungary] WrSE - Various Artists - House Music 2021 Playlist - P1 - R - 0062L00000VHYvgQAH62L00000VHYvgQAH - AdOps Table - September 07 2021 11:52:05-hSaR0,Septembre,Septembre,134324
[Hungary] Warner Music SEE: Various Artists - House Music 2021,War,WAR,134326
[WAVO] WMA - Ed Sheeran - Shivers [TikTok],Shivers,Ed Sheeran,134335
Video Views20210910161701,210,210,134344
Jamie Miller - Phase 2_TikTok_In-Feed Ad_awareness,Fame,Awave,134354
Carlos Dante - Clip Wagner - Boost depuis WMF - 500€ - Reach - 100921,Wagner,Carlos Dante,134364
[Oliver Tree - Life Goes On] Traffic - September 2021,Life Goes On,Oliver Tree,134374
Warner Music SEE: ROXEN - Money Money (with DMNDS & Strange Fruits) - 0062L00000VHYqSQAX - [Hungary],Angel,WAR,134384
Warner Music SEE: ROXEN - Money Money (with DMNDS & Strange Fruits) [Hungary],Angel,War,134385
Warner Music SEE: ROXEN - Money Money (with DMNDS & Strange Fruits) [Romania],Angel,WAR,134394
Warner Music SEE: ROXEN - Money Money (with DMNDS & Strange Fruits) - 0062L00000VHYqSQAX - [Romania],Angel,WAR,134395
Warner SEE: ROXEN - Money Money [With DMNDS & Strange Fruits] [TikTok] - Hungary,Angel,War,134404
Warner SEE: ROXEN - Money Money [With DMNDS & Strange Fruits] (TikTok > Spotify) - Hungary,Angel,War,134406
[Hungary] WrSE - ROXEN - Money Money (with DMNDS & Strange Fruits) [TikTok > SP],Honey,DMNDS,134408
Muse Best of TikTok,Intro,Muse,134414
Warner SEE: ROXEN - Money Money [With DMNDS & Strange Fruits] [TikTok] - Romania,Honey,DMNDS,134424
Warner SEE: ROXEN - Money Money [With DMNDS & Strange Fruits] (TikTok > Spotify) - Romania,Angel,WAR,134425
[Romania] WrSE - ROXEN - Money Money (with DMNDS & Strange Fruits) [TikTok > SP]-filZa,Honey,DMNDS,134428
Lukas Graham Best Toks,RAH,KSI,134434
[Canada] WrWW - Lizzo - Rumors [Phase 2] (FB/IG/TT) - P2 - R - 0062L00000VHYO9QAP,Rumors,Lizzo,134454
ROBIN - boost video artist 500€ - Reach20210910200213,210,210,134464
[Sweden] WrWW - Lizzo - Rumors [Phase 2] (FB/IG/TT) - P2 - R - 0062L00000VHYO9QAP,Rumors,Lizzo,134474
Warner Music Canada: Nessa Barrett - Pretty Poison EP,pretty poison,Nessa Barrett,134485
[Canada] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],Ties,DEON,134494
[Canada] WrWW - Tiesto - Don't Be Shy - P1 - R - 0062L00000VHSAmQAP (Dark post),Ties,DEON,134495
[Canada] Warner Global: Tiesto - Don't Be Shy [Clicks],Ties,DEON,134496
[Ed Sheeran - Shivers] Traffic - September 2021,Shivers,Ed Sheeran,134504
[France] Warner Global: Tiesto - Don't Be Shy [Clicks],Fancy,Fancy,134514
[France] WrWW - Tiesto - Don't Be Shy - P1 - R - 0062L00000VHSAmQAP (Dark ad),Fancy,Fancy,134515
[France] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],Fancy,Fancy,134516
[Italy] Warner Global: Tiesto - Don't Be Shy [Boosted Post],War,TAL,134524
[Italy] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],War,Tal,134525
[Italy] Warner Global: Tiesto - Don't Be Shy [Clicks],War,TAL,134526
[Italy] WrWW - Tiesto - Don't Be Shy - P1 - R - 0062L00000VHSAmQAP (Dark ad),ADN,TAL,134531
[Canada] WrWW - Tiesto - Don't Be Shy- P1 - R - 0062L00000VHSAmQAP,Ties,DEON,134534
[Canada] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Get Down,WAR,134535
[Canada] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Get Down,WAR,134536
[USA] WrWW - Tiesto - Don't Be Shy - P1 - R - 0062L00000VHSAmQAP,Ties,DEON,134544
[USA] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Get Down,WAR,134545
[USA] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Get Down,WAR,134546
[France] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Bolo,RA,134554
[France] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Bolo,RA,134555
[France] WrWW - Tiesto - Don't Be Shy- P1 - R - 0062L00000VHSAmQAP,Fancy,Fancy,134557
[Italy] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],War,Tal,134564
[Italy]  WrWW - Tiesto - Don't Be Shy- P1 - R - 0062L00000VHSAmQAP,Ties,DEON,134566
[Sweden] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Don't be shy,Sweem,134574
[Sweden] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Don't be shy,Sweem,134575
[Sweden] WrWW - Tiesto - Don't Be Shy- P1 - R - 0062L00000VHSAmQAP,Sam,Suede,134576
[Turkey] WrWW - Tiesto - Don't Be Shy - P1 - R - 0062L00000VHSAmQAP,UR,Tiësto,134584
[Turkey] Warner Global: Tiesto - Don't Be Shy [Boosted Post],UR,Tiësto,134585
[Turkey] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],UR,Tiësto,134586
[Spain] WrWW - Tiesto - Don't Be Shy - P1 - R - 0062L00000VHSAmQAP,Ties,DEON,134594
[Spain] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Don't Care,Pain,134595
[Spain] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Don't Care,Pain,134597
[Mexico] WrWW - Tiesto - Don't Be Shy - P1 - R - 0062L00000VHSAmQAP,Ties,DEON,134604
[Mexico] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Get Down,WAR,134605
[Mexico] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Get Down,War,134606
[Brazil] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Ties,DEON,134614
[Brazil] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Bolo,RA,134616
[Brazil] WrWW - Tiesto - Don't Be Shy- P1 - R - 0062L00000VHSAmQAP,Brain,Brain,134617
[Argentina] Warner Global: Tiesto - Don't Be Shy [Boosted Post],War,WAR,134624
[Argentina] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],War,War,134625
[Colombia] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Ties,DEON,134634
[Colombia] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Ties,DEON,134635
[Colombia] WrWW - Tiesto - Don't Be Shy- P1 - R - 0062L00000VHSAmQAP,Ties,DEON,134636
[Chile] WrWW - Tiesto - Don't Be Shy - P1 - R - 0062L00000VHSAmQAP,Ties,DEON,134644
[Chile] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Get Down,WAR,134645
[Chile] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Get Down,War,134646
[Peru] Warner Global: Tiesto - Don't Be Shy [Boosted Post],Get Down,War,134654
[Peru] Warner Global: Tiesto - Don't Be Shy [TT] [Boosted Post],Get Down,WAR,134655
[Peru] WrWW - Tiesto - Don't Be Shy - P1 - R - 0062L00000VHSAmQAP,Times,MIST,134658
WrCa - Ed Sheeran - Single #2 + Video - P2 - R - 0062L00000VGpohQAD [Canada],Sing,Ed Sheeran,134664
Warner Music Canada: Ed Sheeran - Single #2 + Video,Sing,Ed Sheeran,134665
[Canada] Warner Global: Bella Poarch - Inferno (FB/IG/TT) [Phase 2],Parche,Candy,134674
[Canada] WrWW - Bella Poarch - Inferno (FB/IG/TT) - P2 - R - 0062L00000VHd2NQAT,Parche,Candy,134675
"Atlantic Records: Liv Grace Blue - Young, Wild & Free (Pre-release)",Hong,RA,134684
[Germany] Warner Global: Bella Poarch - Inferno (FB/IG/TT) [Phase 2],War,WAR,134694
[Russia] Warner Global: Bella Poarch - Inferno (FB/IG/TT) [Phase 2],War,War,134704
[Saudi Arabia] WrWW - Bella Poarch - Inferno (FB/IG/TT) - P2 - R - 0062L00000VHd2NQAT,Inferno,ABIR,134714
[Saudi Arabia] Warner Global: Bella Poarch - Inferno (FB/IG/TT) [Phase 2],War,WAR,134715
[Saudi Arabia] Warner Global: Bella Poarch - Inferno (FB/IG/TT) [Phase 2] (Duplicate),War,WAR,134716
Atlantic Records: DCG Brothers - Old Opps - 0062L00000VHQy7QAH - [USA],Old Up,The S,134724
Atlantic Records: DCG Brothers - Old Opps,Old Up,The S,134725
[Philippines] WrWW - Bella Poarch - Inferno (FB/IG/TT) - P2 - R - 0062L00000VHd2NQAT,Epines,Polar,134734
[Philippines] Warner Global: Bella Poarch - Inferno (FB/IG/TT) [Phase 2],War,War,134735
[Malaysia] WrWW - Bella Poarch - Inferno (FB/IG/TT) - P2 - R - 0062L00000VHd2NQAT,One,Mala,134744
[Malaysia] Warner Global: Bella Poarch - Inferno (FB/IG/TT) [Phase 2],War,War,134745
[Vietnam] Warner Global: Bella Poarch - Inferno (FB/IG/TT) [Phase 2],War,Etana,134754
[Sweden] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],Don't be shy,Sweem,134764
[Sweden] WrWW - Tiesto - Don't Be Shy [YT] - P1 - R - 0062L00000VHSAmQAP (dark ad),Sam,Suede,134765
[Sweden] Warner Global: Tiesto - Don't Be Shy [Clicks],Don't be shy,Sweem,134766
[Turkey] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],UR,Tiësto,134774
[Turkey] WrWW - Tiesto - Don't Be Shy [YT] - P1 - R - 0062L00000VHSAmQAP (dark ad),UR,Tiësto,134775
[Turkey] Warner Global: Tiesto - Don't Be Shy [Clicks],UR,Tiësto,134776
[Spain] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],Ties,DEON,134784
[Spain] Warner Global: Tiesto - Don't Be Shy [Clicks],Don't Care,Pain,134785
[Spain] WrWW - Tiesto - Don't Be Shy [YT] - P1 - R - 0062L00000VHSAmQAP (dark ad),Don't Care,Pain,134786
[Mexico] Warner Global: Tiesto - Don't Be Shy [Clicks],Get Down,War,134794
[Mexico] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],Get Down,WAR,134795
[Mexico] WrWW - Tiesto - Don't Be Shy [YT] - P1 - R - 0062L00000VHSAmQAP (dark ad),Don't Stop,Tiësto,134799
[Brazil] Warner Global: Tiesto - Don't Be Shy [Clicks],Brain,Brain,134804
[Brazil] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],Brain,Brain,134805
[Brazil]  WrWW - Tiesto - Don't Be Shy [YT] - P1 - R - 0062L00000VHSAmQAP (dark ad),Brain,Brain,134806
[Argentina] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],War,War,134814
[Argentina] Warner Global: Tiesto - Don't Be Shy [Clicks],War,WAR,134815
[Colombia] WrWW - Tiesto - Don't Be Shy [YT] - P1 - R - 0062L00000VHSAmQAP (dark ad),Ties,DEON,134824
[Colombia] Warner Global: Tiesto - Don't Be Shy [Clicks],Ties,DEON,134825
[Colombia] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],Get Down,War,134826
[Chile] WrWW - Tiesto - Don't Be Shy [YT] - P1 - R - 0062L00000VHSAmQAP (dark ad),Ties,DEON,134834
[Chile] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],Get Down,WAR,134835
[Chile] Warner Global: Tiesto - Don't Be Shy [Clicks],Get Down,WAR,134837
[Peru] Warner Global: Tiesto - Don't Be Shy [Clicks],Ties,DEON,134844
[Peru] WrWW - Tiesto - Don't Be Shy [YT] - P1 - R - 0062L00000VHSAmQAP (dark ad),Ties,DEON,134845
[Peru] Warner Global: Tiesto - Don't Be Shy [TT] [Clicks],Ties,DEON,134846
Ed Sheeran (Views),Tides,Ed Sheeran,134854
Lizzo_Rumors,Rumors,Lizzo,134864
WMP - Lilyisthatyou - FMRN - Traffic,FMRN,Lilyisthatyou,134874
WMP - Ezekiel - help_urself - Traffic,help_urself,Ezekiel,134884
Silk Sonic_Skate,Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",134894
